# List saved by vdb on 2021-09-10 from command d = trends b
Month,B.1.1.7,B.1.2,B.1.526,B.1.351,B.1.429,Other,Count
Sep 2020,0.0,11.11111111111111,0.0,0.0,0.0,88.88888888888889,18
Oct 2020,0.0,12.121212121212121,0.0,0.0,0.0,87.87878787878788,33
Nov 2020,0.0,53.333333333333336,0.0,0.0,0.0,46.666666666666664,15
Dec 2020,0.0,46.0,0.0,0.0,2.0,52.0,50
Jan 2021,0.0,54.89749430523918,0.22779043280182232,1.1389521640091116,6.605922551252847,37.12984054669704,439
Feb 2021,2.517162471395881,47.82608695652174,0.4576659038901602,2.517162471395881,3.8901601830663615,42.79176201372998,437
Mar 2021,36.018957345971565,18.95734597156398,7.345971563981043,7.819905213270142,8.056872037914692,21.80094786729858,422
Apr 2021,59.44976076555024,4.186602870813397,10.885167464114833,5.502392344497608,1.555023923444976,18.42105263157895,836
